time	W	temp
1618453486.7936552	5.618	77.364	
1618453486.8659394	5.618	77.902	
1618453486.9399872	5.618	77.364	
1618453487.0144176	5.618	77.902	
1618453487.0861692	5.618	77.364	
1618453487.159568	5.618	77.364	
1618453487.2296228	5.618	77.902	
1618453487.3020175	5.618	77.902	
1618453487.3734646	5.618	77.902	
1618453487.4470873	5.618	77.364	
1618453487.5175998	5.618	77.364	
1618453487.5895119	5.618	77.364	
1618453487.661155	5.618	77.902	
1618453487.7350504	5.618	77.902	
1618453487.8056438	5.672	78.44	
1618453487.8796465	5.672	77.902	
1618453487.9498038	5.672	78.44	
1618453488.0231817	5.672	77.902	
1618453488.093426	5.672	77.902	
1618453488.166771	5.672	78.44	
1618453488.2386312	5.672	77.902	
1618453488.3121498	5.672	77.902	
1618453488.3822236	5.672	77.902	
1618453488.455276	5.672	77.902	
1618453488.5258346	5.672	77.902	
1618453488.5991392	5.672	77.902	
1618453488.6710632	5.672	77.902	
1618453488.7442782	5.672	77.364	
1618453488.8166502	5.657	78.44	
1618453488.8934085	5.657	77.902	
1618453488.964028	5.657	77.364	
1618453489.0376217	5.657	77.902	
1618453489.107516	5.657	77.902	
1618453489.1795633	5.657	77.902	
1618453489.249883	5.657	77.902	
1618453489.3220775	5.657	78.44	
1618453489.3923244	5.657	78.44	
1618453489.4648864	5.657	78.44	
1618453489.5366166	5.657	77.902	
1618453489.6083283	5.657	78.44	
1618453489.6800447	5.657	78.44	
1618453489.754453	5.596	78.44	
1618453489.8262956	5.596	77.902	
1618453489.8986242	5.596	77.902	
1618453489.9693942	5.596	78.44	
1618453490.043051	5.596	78.44	
1618453490.1145456	5.596	77.364	
1618453490.187018	5.596	78.44	
1618453490.257329	5.596	77.902	
1618453490.3305287	5.596	77.902	
1618453490.4009793	5.596	77.902	
1618453490.4749143	5.596	78.44	
1618453490.5466087	5.596	78.44	
1618453490.6186485	5.596	78.44	
1618453490.690005	5.596	78.978	
1618453490.7642374	5.653	77.902	
1618453490.8382878	5.653	78.44	
1618453490.9132252	5.653	78.44	
1618453490.9836411	5.653	77.902	
1618453491.0570216	5.653	78.978	
1618453491.1285858	5.653	77.902	
1618453491.2022674	5.653	78.44	
1618453491.2724283	5.653	78.44	
1618453491.3444335	5.653	78.44	
1618453491.4148755	5.653	78.44	
1618453491.4866269	5.653	78.44	
1618453491.5566115	5.653	78.44	
1618453491.6304576	5.653	78.978	
1618453491.7017488	5.653	78.44	
1618453491.7744834	5.58	78.44	
1618453491.846619	5.58	78.44	
1618453491.9189563	5.58	78.44	
1618453491.989457	5.58	78.978	
1618453492.0615568	5.58	78.44	
1618453492.1320875	5.58	78.44	
1618453492.2043636	5.58	78.44	
1618453492.2743332	5.58	78.978	
1618453492.3478162	5.58	78.44	
1618453492.418126	5.58	78.44	
1618453492.4903514	5.58	78.44	
1618453492.5631783	5.58	77.902	
1618453492.6372645	5.58	78.44	
1618453492.7098317	5.58	77.902	
1618453492.782556	5.641	78.44	
1618453492.8548813	5.641	78.44	
1618453492.9290135	5.641	78.44	
1618453493.000752	5.641	78.44	
1618453493.0743182	5.641	78.44	
1618453493.1466508	5.641	78.44	
1618453493.220059	5.641	78.978	
1618453493.2901306	5.641	78.44	
1618453493.363829	5.641	78.44	
1618453493.4358604	5.641	79.516	
1618453493.5092068	5.641	77.902	
1618453493.580675	5.641	77.902	
1618453493.6540601	5.641	78.44	
1618453493.7241557	5.641	78.978	
1618453493.7978053	5.634	78.44	
1618453493.8705833	5.634	78.44	
1618453493.9429576	5.634	78.44	
1618453494.0128872	5.634	78.978	
1618453494.0852854	5.634	78.44	
1618453494.158021	5.634	78.978	
1618453494.232095	5.634	78.44	
1618453494.3038554	5.634	78.978	
1618453494.376087	5.634	78.44	
1618453494.4460878	5.634	78.978	
1618453494.5177186	5.634	78.44	
1618453494.5882914	5.634	78.978	
1618453494.6621592	5.634	78.44	
1618453494.7337766	5.611	78.44	
1618453494.8062904	5.611	78.44	
1618453494.8787632	5.611	78.44	
1618453494.9536567	5.611	78.44	
1618453495.0252662	5.611	78.44	
1618453495.0995114	5.611	79.516	
1618453495.1708808	5.611	78.978	
1618453495.2442513	5.611	78.44	
1618453495.3161392	5.611	78.978	
1618453495.3883579	5.611	78.978	
1618453495.4602852	5.611	78.978	
1618453495.532289	5.611	78.44	
1618453495.6026583	5.611	78.978	
1618453495.674353	5.611	79.516	
1618453495.747107	5.71	78.978	
1618453495.8200366	5.71	78.44	
1618453495.891933	5.71	78.44	
1618453495.9654016	5.71	78.44	
1618453496.0355902	5.71	78.978	
1618453496.1092997	5.71	78.978	
1618453496.1794035	5.71	79.516	
1618453496.251235	5.71	78.44	
1618453496.3236556	5.71	79.516	
1618453496.3972197	5.71	78.44	
1618453496.468937	5.71	78.978	
1618453496.5426552	5.71	79.516	
1618453496.6128893	5.71	78.978	
1618453496.6860573	5.71	79.516	
1618453496.7569275	5.638	78.978	
1618453496.831093	5.638	78.978	
1618453496.9048588	5.638	79.516	
1618453496.9781015	5.638	78.978	
1618453497.0497196	5.638	79.516	
1618453497.1230528	5.638	79.516	
1618453497.1944764	5.638	79.516	
1618453497.267947	5.638	78.44	
1618453497.3399444	5.638	79.516	
1618453497.4119632	5.638	79.516	
1618453497.483758	5.638	79.516	
1618453497.5580468	5.638	79.516	
1618453497.6299033	5.638	79.516	
1618453497.7033103	5.638	78.978	
1618453497.7741723	5.699	79.516	
1618453497.8472574	5.699	78.978	
1618453497.9191682	5.699	78.978	
1618453497.9929228	5.699	79.516	
1618453498.0647504	5.699	79.516	
1618453498.1383069	5.699	78.978	
1618453498.2099597	5.699	79.516	
1618453498.2834053	5.699	78.978	
1618453498.353716	5.699	79.516	
1618453498.4270902	5.699	79.516	
1618453498.4972441	5.699	79.516	
1618453498.5695662	5.699	79.516	
1618453498.6398165	5.699	78.978	
1618453498.714111	5.699	78.978	
1618453498.784772	5.603	79.516	
1618453498.8585515	5.603	79.516	
1618453498.9286056	5.603	78.44	
1618453499.0021634	5.603	78.978	
1618453499.0728078	5.603	78.978	
1618453499.1462612	5.603	78.978	
1618453499.2162404	5.603	79.516	
1618453499.288475	5.603	79.516	
1618453499.3602378	5.603	79.516	
1618453499.4337854	5.603	79.516	
1618453499.5042424	5.603	79.516	
1618453499.5778077	5.603	79.516	
1618453499.6477785	5.603	79.516	
1618453499.7221925	5.603	78.978	
1618453499.7930114	5.664	79.516	
1618453499.865737	5.664	78.978	
1618453499.9372814	5.664	79.516	
1618453500.0097566	5.664	79.516	
1618453500.08243	5.664	79.516	
1618453500.1563354	5.664	79.516	
1618453500.2282314	5.664	78.44	
1618453500.302778	5.664	78.978	
1618453500.3727012	5.664	79.516	
1618453500.4462354	5.664	79.516	
1618453500.5184839	5.664	78.978	
1618453500.5920353	5.664	79.516	
1618453500.6620035	5.664	79.516	
1618453500.7353275	5.664	79.516	
1618453500.8078437	5.664	80.054	
1618453500.883483	5.664	79.516	
1618453500.9540222	5.664	79.516	
1618453501.035722	5.664	79.516	
1618453501.1058695	5.664	79.516	
1618453501.1799426	5.664	79.516	
1618453501.2502637	5.664	79.516	
1618453501.3224013	5.664	79.516	
1618453501.3923416	5.664	79.516	
1618453501.4664323	5.664	79.516	
1618453501.5386007	5.664	79.516	
1618453501.6117995	5.664	80.054	
1618453501.682209	5.664	79.516	
1618453501.7564585	5.638	80.054	
1618453501.8288884	5.638	79.516	
1618453501.9020507	5.638	80.054	
1618453501.972671	5.638	79.516	
1618453502.0447438	5.638	79.516	
1618453502.1147554	5.638	79.516	
1618453502.1880267	5.638	79.516	
1618453502.2610996	5.638	80.054	
1618453502.3374534	5.638	79.516	
1618453502.4072673	5.638	79.516	
1618453502.4810488	5.638	79.516	
1618453502.5513618	5.638	79.516	
1618453502.6246202	5.638	79.516	
1618453502.695248	5.638	79.516	
1618453502.7703671	5.695	79.516	
1618453502.8438354	5.695	79.516	
1618453502.9179578	5.695	79.516	
1618453502.9907005	5.695	79.516	
1618453503.065914	5.695	79.516	
1618453503.1373494	5.695	80.054	
1618453503.210704	5.695	79.516	
1618453503.2810247	5.695	79.516	
1618453503.3534641	5.695	79.516	
1618453503.4255059	5.695	80.054	
1618453503.499188	5.695	79.516	
1618453503.569551	5.695	79.516	
1618453503.6434584	5.695	80.054	
1618453503.7170765	5.695	80.592	
1618453503.790492	5.641	80.054	
1618453503.8611178	5.641	80.054	
1618453503.9331398	5.641	79.516	
1618453504.0049965	5.641	79.516	
1618453504.0770836	5.641	79.516	
1618453504.1473653	5.641	79.516	
1618453504.2196763	5.641	80.592	
1618453504.289931	5.641	80.054	
1618453504.3618073	5.641	79.516	
1618453504.4320772	5.641	80.054	
1618453504.5059183	5.641	80.054	
1618453504.576395	5.641	80.054	
1618453504.6499808	5.641	80.054	
1618453504.7230017	5.641	80.592	
1618453504.7974768	5.725	80.054	
1618453504.867893	5.725	80.054	
1618453504.9398756	5.725	79.516	
1618453505.0117528	5.725	80.054	
1618453505.0835598	5.725	80.592	
1618453505.1539993	5.725	80.054	
1618453505.228929	5.725	80.054	
1618453505.3016195	5.725	80.592	
1618453505.375316	5.725	79.516	
1618453505.447319	5.725	80.054	
1618453505.5207865	5.725	80.054	
1618453505.5927742	5.725	80.592	
1618453505.6665587	5.725	80.054	
1618453505.739162	5.725	80.054	
1618453505.8113122	5.672	80.054	
1618453505.8817987	5.672	80.592	
1618453505.9561322	5.672	79.516	
1618453506.0285459	5.672	80.054	
1618453506.1014822	5.672	79.516	
1618453506.1721253	5.672	79.516	
1618453506.2456684	5.672	80.592	
1618453506.3176873	5.672	79.516	
1618453506.390977	5.672	80.054	
1618453506.461546	5.672	80.592	
1618453506.5350206	5.672	80.054	
1618453506.6078246	5.672	80.592	
1618453506.682712	5.672	79.516	
1618453506.758828	5.664	80.054	
1618453506.8390598	5.664	80.054	
1618453506.933323	5.664	80.592	
1618453507.0052943	5.664	80.592	
1618453507.0758758	5.664	80.592	
1618453507.1480808	5.664	79.516	
1618453507.2182727	5.664	80.054	
1618453507.2921348	5.664	80.054	
1618453507.3626182	5.664	80.592	
1618453507.4366093	5.664	80.592	
1618453507.5109444	5.664	79.516	
1618453507.587605	5.664	80.592	
1618453507.6593997	5.664	79.516	
1618453507.734328	5.63	80.054	
1618453507.8071496	5.63	80.592	
1618453507.8839154	5.63	80.592	
1618453507.955778	5.63	80.054	
1618453508.0293999	5.63	80.592	
1618453508.101728	5.63	80.054	
1618453508.1739793	5.63	80.054	
1618453508.2475567	5.63	79.516	
1618453508.323962	5.63	80.592	
1618453508.3985012	5.63	80.592	
1618453508.4720948	5.63	80.054	
1618453508.5436406	5.63	80.592	
1618453508.6179636	5.63	80.054	
1618453508.6924987	5.63	80.592	
1618453508.7700105	5.592	80.592	
1618453508.843898	5.592	80.592	
1618453508.9165583	5.592	80.054	
1618453508.9867115	5.592	80.592	
1618453509.060116	5.592	80.592	
1618453509.1316273	5.592	80.592	
1618453509.2064915	5.592	80.592	
1618453509.2783291	5.592	80.592	
1618453509.3517013	5.592	80.592	
1618453509.422641	5.592	80.054	
1618453509.4974105	5.592	80.592	
1618453509.5679603	5.592	80.592	
1618453509.6422858	5.592	80.592	
1618453509.7146647	5.592	80.592	
1618453509.79175	5.596	80.054	
1618453509.8668113	5.596	80.592	
1618453509.9429908	5.596	80.054	
1618453510.0172613	5.596	80.592	
1618453510.0938091	5.596	80.054	
1618453510.1685443	5.596	80.592	
1618453510.2462058	5.596	79.516	
1618453510.3234572	5.596	80.054	
1618453510.3956752	5.596	80.592	
1618453510.4677894	5.596	80.592	
1618453510.5411358	5.596	80.592	
1618453510.6156147	5.596	80.592	
1618453510.6901367	5.596	80.592	
1618453510.766204	5.573	80.054	
1618453510.8439002	5.573	80.592	
1618453510.9169223	5.573	80.592	
1618453510.993195	5.573	80.592	
1618453511.0688	5.573	79.516	
1618453511.1432266	5.573	80.592	
1618453511.213392	5.573	80.592	
1618453511.2881446	5.573	80.592	
1618453511.3614829	5.573	80.054	
1618453511.4367266	5.573	80.592	
1618453511.5124311	5.573	80.592	
1618453511.587648	5.573	80.054	
1618453511.6621864	5.573	80.054	
1618453511.7393444	5.523	80.592	
1618453511.8150616	5.523	80.054	
1618453511.8920214	5.523	80.592	
1618453511.966656	5.523	80.592	
1618453512.0428846	5.523	80.592	
1618453512.1171024	5.523	80.592	
1618453512.1904635	5.523	80.592	
1618453512.2630742	5.523	80.054	
1618453512.3379054	5.523	80.592	
1618453512.410853	5.523	80.592	
1618453512.4866402	5.523	80.592	
1618453512.55942	5.523	80.592	
1618453512.634063	5.523	80.592	
1618453512.7078884	5.523	80.054	
1618453512.7840168	5.523	80.592	
1618453512.8609467	5.523	80.592	
1618453512.9361887	5.534	81.13	
1618453513.0093458	5.534	80.592	
1618453513.0862482	5.534	80.592	
1618453513.160443	5.534	80.592	
1618453513.236546	5.534	81.13	
1618453513.3109381	5.534	81.13	
1618453513.3870955	5.534	80.592	
1618453513.4613798	5.534	81.13	
1618453513.5378375	5.534	80.592	
1618453513.612447	5.534	80.592	
1618453513.6883	5.534	80.592	
1618453513.7643025	5.576	80.592	
1618453513.841384	5.576	80.592	
1618453513.9158852	5.576	81.13	
1618453513.9897888	5.576	81.13	
1618453514.0616307	5.576	80.592	
1618453514.1375017	5.576	80.592	
1618453514.2118695	5.576	80.592	
1618453514.289314	5.576	81.13	
1618453514.3649518	5.576	80.592	
1618453514.4401522	5.576	80.592	
1618453514.514886	5.576	81.13	
1618453514.5896661	5.576	81.13	
1618453514.6627932	5.576	80.592	
1618453514.7413068	5.576	80.592	
1618453514.8168151	5.534	80.592	
1618453514.8920422	5.534	80.592	
1618453514.9636629	5.534	80.054	
1618453515.04416	5.534	80.592	
1618453515.1168263	5.534	80.592	
1618453515.1914737	5.534	81.13	
1618453515.266241	5.534	80.592	
1618453515.3417497	5.534	80.592	
1618453515.4159076	5.534	80.592	
1618453515.4916098	5.534	80.592	
1618453515.5673969	5.534	80.592	
1618453515.6423123	5.534	80.592	
1618453515.7162104	5.534	80.054	
1618453515.7921977	5.523	80.592	
1618453515.8656516	5.523	81.13	
1618453515.9405708	5.523	80.592	
1618453516.0161142	5.523	81.13	
1618453516.0961173	5.523	80.592	
1618453516.1722791	5.523	80.592	
1618453516.246896	5.523	80.592	
1618453516.3201144	5.523	81.13	
1618453516.395766	5.523	80.592	
1618453516.4705548	5.523	80.592	
1618453516.5466833	5.523	80.592	
1618453516.6220672	5.523	81.13	
1618453516.697022	5.523	80.592	
1618453516.7714586	5.576	80.592	
1618453516.8465436	5.576	81.668	
1618453516.9247096	5.576	80.592	
1618453517.0032907	5.576	80.592	
1618453517.078666	5.576	80.592	
1618453517.1551251	5.576	80.592	
1618453517.2298865	5.576	81.668	
1618453517.3072622	5.576	81.13	
1618453517.381618	5.576	80.592	
1618453517.4556127	5.576	80.592	
1618453517.528732	5.576	80.592	
1618453517.6077917	5.576	80.592	
1618453517.682253	5.576	81.13	
1618453517.760484	5.573	81.13	
1618453517.8344517	5.573	80.592	
1618453517.9106147	5.573	81.668	
1618453517.989525	5.573	81.668	
1618453518.065163	5.573	81.13	
1618453518.138902	5.573	81.13	
1618453518.2141602	5.573	80.592	
1618453518.2873104	5.573	80.592	
1618453518.362448	5.573	80.592	
1618453518.435284	5.573	81.13	
1618453518.51054	5.573	81.13	
1618453518.5863304	5.573	81.668	
1618453518.662185	5.573	80.592	
1618453518.736058	5.531	81.668	
1618453518.8112118	5.531	80.592	
1618453518.8884273	5.531	80.592	
1618453518.969165	5.531	81.13	
1618453519.049449	5.531	81.668	
1618453519.130113	5.531	80.592	
1618453519.2085443	5.531	80.592	
1618453519.2851965	5.531	81.13	
1618453519.3616583	5.531	81.668	
1618453519.4409552	5.531	81.13	
1618453519.518192	5.531	80.592	
1618453519.5949235	5.531	80.592	
1618453519.6739268	5.531	81.668	
1618453519.7545028	5.45	81.13	
1618453519.827651	5.45	81.668	
1618453519.9042041	5.45	81.668	
1618453519.9797132	5.45	81.13	
1618453520.0608158	5.45	81.13	
1618453520.1386213	5.45	80.592	
1618453520.2163715	5.45	81.13	
1618453520.2900226	5.45	81.13	
1618453520.368168	5.45	80.592	
1618453520.4468622	5.45	80.592	
1618453520.5280094	5.45	80.592	
1618453520.602822	5.45	81.13	
1618453520.6799314	5.45	81.13	
1618453520.758394	5.351	81.13	
1618453520.8384113	5.351	81.13	
1618453520.9145236	5.351	81.13	
1618453520.9928393	5.351	80.592	
1618453521.0682828	5.351	80.592	
1618453521.1455357	5.351	81.668	
1618453521.2188609	5.351	81.668	
1618453521.2935581	5.351	80.592	
1618453521.3664012	5.351	80.592	
1618453521.4413354	5.351	81.13	
1618453521.5145473	5.351	81.668	
1618453521.5913982	5.351	80.592	
1618453521.6669521	5.351	80.592	
1618453521.7480438	5.466	81.668	
1618453521.828266	5.466	80.592	
1618453521.9045181	5.466	81.668	
1618453521.9800687	5.466	81.13	
1618453522.060757	5.466	80.592	
1618453522.139278	5.466	80.592	
1618453522.2173648	5.466	80.592	
1618453522.29317	5.466	81.668	
1618453522.369878	5.466	81.13	
1618453522.4428592	5.466	80.592	
1618453522.5204759	5.466	81.668	
1618453522.5957038	5.466	81.668	
1618453522.6705198	5.466	80.592	
1618453522.7447634	5.477	81.668	
1618453522.8228235	5.477	81.668	
1618453522.8999422	5.477	81.668	
1618453522.9803288	5.477	81.668	
1618453523.0561137	5.477	80.592	
1618453523.133752	5.477	81.668	
1618453523.2131476	5.477	81.668	
1618453523.292266	5.477	81.668	
1618453523.367754	5.477	81.668	
1618453523.4430022	5.477	81.668	
1618453523.5156066	5.477	80.592	
1618453523.592851	5.477	80.592	
1618453523.671571	5.477	81.668	
1618453523.7552044	5.55	80.592	
1618453523.8342285	5.55	81.13	
1618453523.9150302	5.55	81.668	
