time	W	temp
1618455797.1931093	5.061	82.206	
1618455797.2438333	5.061	81.668	
1618455797.2975671	5.061	81.668	
1618455797.3479168	5.061	82.206	
1618455797.3992229	5.061	81.668	
1618455797.449316	5.061	81.668	
1618455797.500164	5.061	82.206	
1618455797.5520527	5.061	81.668	
1618455797.608675	5.061	82.206	
1618455797.6623514	5.061	82.206	
1618455797.7164478	5.061	81.668	
1618455797.7682178	4.874	82.206	
1618455797.8226068	4.874	82.206	
1618455797.873962	4.874	82.206	
1618455797.9244494	4.874	81.668	
1618455797.9735482	4.874	82.206	
1618455798.023651	4.874	81.668	
1618455798.0784447	4.874	82.206	
1618455798.1324203	4.874	82.206	
1618455798.1844304	4.874	82.744	
1618455798.2333133	4.874	82.206	
1618455798.2859528	4.874	82.206	
1618455798.3382163	4.874	82.206	
1618455798.389057	4.874	81.668	
1618455798.4387739	4.874	81.668	
1618455798.4926534	4.874	81.668	
1618455798.5438938	4.874	81.668	
1618455798.5979824	4.874	81.668	
1618455798.6492612	4.874	82.206	
1618455798.7026627	4.874	81.668	
1618455798.7544277	4.874	82.744	
1618455798.8060622	4.87	82.744	
1618455798.8583794	4.87	81.668	
1618455798.9121602	4.87	81.668	
1618455798.963678	4.87	82.744	
1618455799.014937	4.87	82.206	
1618455799.0645754	4.87	82.206	
1618455799.1157	4.87	82.206	
1618455799.1652098	4.87	82.206	
1618455799.216566	4.87	82.206	
1618455799.2662704	4.87	82.206	
1618455799.317662	4.87	82.206	
1618455799.3681562	4.87	82.206	
1618455799.422384	4.87	82.206	
1618455799.47459	4.87	82.206	
1618455799.527996	4.87	81.668	
1618455799.580121	4.87	81.668	
1618455799.6333997	4.87	81.668	
1618455799.6845322	4.87	82.206	
1618455799.738705	4.87	82.206	
1618455799.789859	4.901	82.206	
1618455799.8423848	4.901	82.206	
1618455799.8939006	4.901	82.744	
1618455799.947682	4.901	81.668	
1618455799.9979625	4.901	82.206	
1618455800.0495894	4.901	81.668	
1618455800.0982041	4.901	81.668	
1618455800.1495926	4.901	82.206	
1618455800.199626	4.901	82.206	
1618455800.2512615	4.901	82.206	
1618455800.3031266	4.901	82.206	
1618455800.3571067	4.901	82.206	
1618455800.4093933	4.901	82.206	
1618455800.4634085	4.901	82.206	
1618455800.5154974	4.901	81.668	
1618455800.56938	4.901	82.206	
1618455800.6215734	4.901	81.668	
1618455800.6761177	4.901	81.668	
1618455800.7311194	4.901	81.668	
1618455800.7880423	4.855	82.206	
1618455800.8454645	4.855	82.206	
1618455800.9022613	4.855	81.668	
1618455800.9574952	4.855	82.206	
1618455801.0100884	4.855	82.206	
1618455801.0599058	4.855	82.744	
1618455801.1133509	4.855	82.206	
1618455801.1659133	4.855	81.668	
1618455801.2222838	4.855	81.668	
1618455801.2770412	4.855	82.206	
1618455801.3277676	4.855	82.206	
1618455801.3774092	4.855	81.668	
1618455801.4280128	4.855	81.668	
1618455801.4769382	4.855	82.206	
1618455801.5259912	4.855	82.744	
1618455801.5764136	4.855	82.206	
1618455801.6277697	4.855	82.206	
1618455801.6814935	4.855	82.206	
1618455801.7333987	4.855	82.206	
1618455801.7874632	4.928	82.206	
1618455801.84412	4.928	82.744	
1618455801.8988066	4.928	82.206	
1618455801.951297	4.928	82.744	
1618455802.003291	4.928	82.206	
1618455802.0523033	4.928	82.744	
1618455802.1040633	4.928	82.206	
1618455802.15546	4.928	82.206	
1618455802.208391	4.928	82.206	
1618455802.2601411	4.928	81.668	
1618455802.3142755	4.928	82.206	
1618455802.3655014	4.928	82.744	
1618455802.4215937	4.928	82.206	
1618455802.47574	4.928	82.206	
1618455802.5281043	4.928	81.668	
1618455802.5780854	4.928	82.206	
1618455802.6337495	4.928	82.206	
1618455802.6888156	4.928	82.206	
1618455802.739692	4.928	82.206	
1618455802.7889478	4.882	82.206	
1618455802.8404996	4.882	82.206	
1618455802.890821	4.882	81.668	
1618455802.94635	4.882	82.206	
1618455802.9994009	4.882	82.206	
1618455803.050678	4.882	82.206	
1618455803.0994194	4.882	82.206	
1618455803.1491148	4.882	82.206	
