time	W	temp
1618452855.8791416	5.084	66.066	
1618452855.9247246	5.084	66.604	
1618452855.9684777	5.084	66.066	
1618452856.0119464	5.084	66.066	
1618452856.0565622	5.084	66.066	
1618452856.0998194	5.084	66.604	
1618452856.1425433	5.084	66.066	
1618452856.1865969	5.084	65.528	
1618452856.2290342	5.084	65.528	
1618452856.2714703	5.084	66.604	
1618452856.316161	5.084	66.066	
1618452856.35854	5.084	66.604	
1618452856.4020116	5.084	66.066	
1618452856.446748	5.084	66.066	
1618452856.4911373	5.084	66.604	
1618452856.5354588	5.084	66.066	
1618452856.579597	5.084	66.604	
1618452856.6222389	5.084	66.066	
1618452856.6648476	5.084	66.604	
1618452856.7088203	5.084	66.604	
1618452856.7521043	5.103	65.528	
1618452856.7951567	5.103	66.604	
1618452856.8389988	5.103	66.604	
1618452856.8826056	5.103	66.604	
1618452856.9267745	5.103	66.066	
1618452856.971792	5.103	66.066	
1618452857.0151825	5.103	66.604	
1618452857.0576642	5.103	66.604	
1618452857.1017678	5.103	66.604	
1618452857.1444268	5.103	66.604	
1618452857.1870122	5.103	65.528	
1618452857.2309701	5.103	66.604	
1618452857.2740467	5.103	66.604	
1618452857.3167555	5.103	66.604	
1618452857.3614569	5.103	66.604	
1618452857.4048882	5.103	66.604	
1618452857.4480345	5.103	66.604	
1618452857.4930098	5.103	67.142	
1618452857.5358765	5.103	66.604	
1618452857.5784016	5.103	66.604	
1618452857.6222978	5.103	66.604	
1618452857.6646774	5.103	66.604	
1618452857.708244	5.103	66.604	
1618452857.7524676	5.084	66.604	
1618452857.7952847	5.084	66.604	
1618452857.8389447	5.084	67.142	
1618452857.8841255	5.084	66.604	
1618452857.9278994	5.084	66.604	
1618452857.9711545	5.084	66.604	
1618452858.0152535	5.084	66.066	
1618452858.0577016	5.084	66.604	
1618452858.1002927	5.084	66.604	
1618452858.14459	5.084	66.604	
1618452858.1871426	5.084	66.604	
1618452858.230563	5.084	66.604	
1618452858.2745786	5.084	66.604	
1618452858.317796	5.084	66.604	
1618452858.3612244	5.084	66.604	
1618452858.405598	5.084	66.604	
1618452858.449226	5.084	66.604	
1618452858.4917684	5.084	66.604	
1618452858.5360308	5.084	66.604	
1618452858.5786004	5.084	66.604	
1618452858.6211326	5.084	66.604	
1618452858.665537	5.084	66.604	
1618452858.7078764	5.084	67.142	
1618452858.7510674	5.084	66.604	
1618452858.795892	5.084	66.604	
1618452858.8395739	5.084	66.604	
1618452858.883024	5.084	66.604	
1618452858.928481	5.084	67.142	
1618452858.9713466	5.084	66.604	
1618452859.0137246	5.084	66.604	
1618452859.058012	5.084	66.604	
1618452859.1004097	5.084	66.604	
1618452859.143002	5.084	67.142	
1618452859.18771	5.084	67.142	
1618452859.2300029	5.084	66.604	
1618452859.2736006	5.084	67.142	
1618452859.3184276	5.084	66.604	
1618452859.3619943	5.084	66.604	
1618452859.4055276	5.084	66.604	
1618452859.449462	5.084	67.142	
1618452859.492395	5.084	66.604	
1618452859.5347915	5.084	66.604	
1618452859.5786579	5.084	66.604	
1618452859.6219077	5.084	66.604	
1618452859.664621	5.084	66.604	
1618452859.7087967	5.084	66.604	
1618452859.7524083	5.111	66.604	
1618452859.7961526	5.111	66.604	
1618452859.8407452	5.111	66.604	
1618452859.884057	5.111	66.066	
1618452859.9268532	5.111	66.604	
1618452859.9710448	5.111	67.142	
1618452860.013662	5.111	67.142	
1618452860.0560136	5.111	67.142	
1618452860.099905	5.111	67.142	
1618452860.1431844	5.111	66.604	
1618452860.1859517	5.111	67.142	
1618452860.2305164	5.111	66.604	
1618452860.274127	5.111	66.604	
1618452860.317494	5.111	66.604	
1618452860.362329	5.111	67.142	
1618452860.4050698	5.111	67.68	
1618452860.4474828	5.111	66.604	
1618452860.4914482	5.111	66.604	
1618452860.533782	5.111	67.142	
1618452860.5772035	5.111	66.604	
1618452860.6210349	5.111	67.142	
1618452860.663411	5.111	67.142	
1618452860.7070336	5.111	67.142	
1618452860.752191	5.099	66.604	
1618452860.7959526	5.099	67.142	
1618452860.840972	5.099	66.604	
1618452860.884909	5.099	67.142	
1618452860.928819	5.099	67.142	
1618452860.971249	5.099	67.142	
1618452861.0151544	5.099	67.142	
1618452861.057585	5.099	67.68	
1618452861.1011827	5.099	67.68	
1618452861.1449385	5.099	67.142	
1618452861.1880474	5.099	66.604	
1618452861.2315748	5.099	66.604	
1618452861.276392	5.099	67.142	
1618452861.3199704	5.099	67.68	
1618452861.3626912	5.099	67.142	
1618452861.4065118	5.099	67.142	
1618452861.4491408	5.099	66.604	
1618452861.4918203	5.099	66.604	
1618452861.5365238	5.099	67.68	
1618452861.578814	5.099	67.142	
1618452861.6212902	5.099	67.68	
1618452861.6657314	5.099	67.142	
1618452861.709198	5.099	67.142	
1618452861.7528198	5.13	66.604	
1618452861.7979834	5.13	66.604	
1618452861.8407867	5.13	67.142	
1618452861.8833635	5.13	67.142	
1618452861.9283187	5.13	67.68	
1618452861.9708223	5.13	66.604	
1618452862.0136757	5.13	67.68	
1618452862.0582886	5.13	67.68	
1618452862.1005306	5.13	66.604	
1618452862.143954	5.13	67.142	
1618452862.18857	5.13	67.142	
1618452862.2321064	5.13	66.604	
1618452862.2755342	5.13	66.604	
1618452862.3193498	5.13	66.604	
1618452862.361971	5.13	67.142	
1618452862.4044068	5.13	67.142	
1618452862.4484637	5.13	67.142	
1618452862.491875	5.13	66.604	
1618452862.5343184	5.13	67.142	
1618452862.5781367	5.13	66.604	
1618452862.6212926	5.13	67.68	
1618452862.6650562	5.13	67.142	
1618452862.7097654	5.13	66.604	
1618452862.7533765	5.115	67.68	
1618452862.7961404	5.115	67.142	
1618452862.840466	5.115	66.604	
1618452862.8827796	5.115	66.604	
1618452862.9261131	5.115	67.68	
1618452862.9701443	5.115	67.68	
1618452863.0137599	5.115	67.68	
1618452863.0564783	5.115	67.68	
1618452863.1013482	5.115	67.142	
1618452863.1448488	5.115	67.68	
1618452863.1884706	5.115	67.142	
1618452863.2332852	5.115	67.142	
1618452863.2758467	5.115	67.142	
1618452863.3182223	5.115	67.142	
1618452863.3623214	5.115	67.68	
1618452863.404542	5.115	67.68	
1618452863.4478252	5.115	67.142	
1618452863.4915361	5.115	67.142	
1618452863.5340173	5.115	67.68	
1618452863.5774703	5.115	67.68	
1618452863.6221786	5.115	67.68	
1618452863.6655345	5.115	67.68	
1618452863.708636	5.115	67.68	
1618452863.7529373	5.145	67.68	
1618452863.796033	5.145	66.604	
1618452863.8383915	5.145	67.68	
1618452863.882143	5.145	67.68	
1618452863.9246716	5.145	67.68	
1618452863.9681067	5.145	67.68	
1618452864.0118723	5.145	67.68	
1618452864.0553217	5.145	67.68	
1618452864.0987895	5.145	67.68	
1618452864.143556	5.145	67.142	
1618452864.1871316	5.145	67.68	
1618452864.2298832	5.145	67.68	
1618452864.2741728	5.145	67.68	
1618452864.3166676	5.145	67.68	
1618452864.3590724	5.145	67.68	
1618452864.4040275	5.145	67.68	
1618452864.446643	5.145	67.68	
1618452864.489006	5.145	67.142	
1618452864.5338175	5.145	67.68	
1618452864.5773706	5.145	67.68	
1618452864.6208339	5.145	66.604	
1618452864.6653523	5.145	67.68	
1618452864.7080197	5.145	67.68	
1618452864.750662	5.115	67.68	
1618452864.795114	5.115	67.68	
1618452864.840558	5.115	67.68	
1618452864.8830185	5.115	66.604	
1618452864.928627	5.115	68.218	
1618452864.97107	5.115	67.142	
1618452865.0143433	5.115	67.142	
1618452865.058798	5.115	67.68	
1618452865.1026664	5.115	67.68	
1618452865.1458657	5.115	67.142	
1618452865.1899915	5.115	67.68	
1618452865.2327404	5.115	67.68	
1618452865.2751393	5.115	67.68	
1618452865.318937	5.115	67.68	
1618452865.3622797	5.115	67.68	
1618452865.4051847	5.115	67.68	
1618452865.448863	5.115	67.142	
1618452865.4924242	5.115	67.68	
1618452865.5359354	5.115	67.68	
1618452865.5807092	5.115	67.142	
1618452865.623881	5.115	67.142	
1618452865.6663804	5.115	67.68	
1618452865.7107806	5.115	67.68	
1618452865.7533915	5.138	67.68	
1618452865.7965345	5.138	67.142	
1618452865.8403583	5.138	68.218	
1618452865.883785	5.138	67.68	
1618452865.9266167	5.138	67.68	
1618452865.9717333	5.138	67.142	
1618452866.015163	5.138	67.68	
1618452866.0582979	5.138	67.68	
1618452866.1031294	5.138	67.68	
1618452866.1457531	5.138	67.68	
1618452866.1884158	5.138	67.68	
1618452866.2322383	5.138	67.68	
1618452866.2745802	5.138	67.68	
1618452866.318375	5.138	67.142	
1618452866.3623753	5.138	67.142	
1618452866.4047642	5.138	68.756	
1618452866.4481492	5.138	68.218	
1618452866.493161	5.138	67.68	
1618452866.5366874	5.138	68.218	
1618452866.580085	5.138	67.68	
1618452866.624	5.138	68.218	
1618452866.6663754	5.138	67.68	
1618452866.7087586	5.138	68.756	
1618452866.7532966	5.126	67.68	
1618452866.795975	5.126	67.68	
1618452866.8408973	5.126	67.68	
1618452866.8844776	5.126	67.68	
1618452866.9279976	5.126	67.68	
1618452866.971148	5.126	68.218	
1618452867.015709	5.126	67.68	
1618452867.0592067	5.126	67.68	
1618452867.1018736	5.126	67.68	
1618452867.145982	5.126	68.756	
1618452867.1885529	5.126	67.68	
1618452867.2310712	5.126	68.756	
1618452867.2756808	5.126	67.68	
1618452867.318078	5.126	67.68	
1618452867.3607826	5.126	67.68	
1618452867.4055202	5.126	67.68	
1618452867.4489195	5.126	67.68	
1618452867.4921944	5.126	68.756	
1618452867.5366504	5.126	68.756	
1618452867.5792224	5.126	67.68	
1618452867.6219966	5.126	67.68	
1618452867.6655345	5.126	68.218	
1618452867.7080057	5.126	68.218	
1618452867.7510216	5.134	67.68	
1618452867.7961328	5.134	68.218	
1618452867.8385732	5.134	67.68	
1618452867.881929	5.134	67.68	
1618452867.9272015	5.134	67.68	
1618452867.9704661	5.134	68.218	
1618452868.0138996	5.134	67.68	
1618452868.0580633	5.134	67.68	
1618452868.1004078	5.134	67.68	
1618452868.1428459	5.134	67.68	
1618452868.1865163	5.134	67.68	
1618452868.2300339	5.134	68.756	
1618452868.2725458	5.134	67.68	
1618452868.316112	5.134	67.68	
1618452868.3596447	5.134	67.68	
1618452868.4031649	5.134	68.218	
1618452868.4478893	5.134	67.68	
1618452868.491248	5.134	68.756	
1618452868.5338202	5.134	68.756	
1618452868.5777884	5.134	67.68	
1618452868.620393	5.134	68.756	
1618452868.6629162	5.134	67.68	
1618452868.7065446	5.134	68.756	
1618452868.7500663	5.153	68.756	
1618452868.7927444	5.153	68.756	
1618452868.8375893	5.153	67.68	
1618452868.881224	5.153	68.756	
1618452868.9254878	5.153	68.756	
1618452868.970275	5.153	68.756	
1618452869.0127976	5.153	68.756	
1618452869.0554087	5.153	68.756	
1618452869.0993712	5.153	68.756	
1618452869.1417515	5.153	68.218	
1618452869.1855004	5.153	68.756	
1618452869.2295399	5.153	68.756	
1618452869.2721152	5.153	67.68	
1618452869.3154275	5.153	68.218	
1618452869.3600135	5.153	68.756	
1618452869.4038348	5.153	67.68	
1618452869.4471867	5.153	68.756	
1618452869.4910805	5.153	67.68	
1618452869.5336154	5.153	68.218	
1618452869.5759857	5.153	68.218	
1618452869.6201708	5.153	68.218	
1618452869.6626472	5.153	68.756	
1618452869.7063887	5.153	68.756	
1618452869.7503772	5.126	68.756	
1618452869.7942863	5.126	69.294	
1618452869.8375578	5.126	68.756	
1618452869.8823192	5.126	67.68	
1618452869.9266014	5.126	68.218	
1618452869.969125	5.126	68.756	
1618452870.0131266	5.126	68.756	
1618452870.055803	5.126	68.756	
1618452870.09845	5.126	68.756	
1618452870.1432817	5.126	68.756	
1618452870.185779	5.126	67.68	
1618452870.2282362	5.126	68.756	
1618452870.2727504	5.126	68.756	
1618452870.316236	5.126	67.68	
1618452870.3594787	5.126	68.756	
1618452870.4043057	5.126	67.68	
1618452870.4473476	5.126	68.756	
1618452870.4901066	5.126	68.756	
1618452870.5336897	5.126	68.756	
1618452870.5762112	5.126	68.756	
1618452870.6191132	5.126	68.756	
1618452870.6637123	5.126	68.756	
1618452870.706399	5.126	68.756	
1618452870.7505045	5.149	68.756	
1618452870.795705	5.149	68.756	
1618452870.842549	5.149	68.756	
1618452870.8859153	5.149	68.218	
1618452870.9311852	5.149	69.294	
1618452870.973616	5.149	67.68	
1618452871.0159006	5.149	68.756	
1618452871.059587	5.149	68.756	
1618452871.1033547	5.149	68.756	
1618452871.146294	5.149	67.68	
1618452871.190302	5.149	68.756	
1618452871.2339063	5.149	68.756	
1618452871.277439	5.149	68.218	
1618452871.3221972	5.149	68.756	
1618452871.3656073	5.149	68.756	
1618452871.4082406	5.149	68.756	
1618452871.452436	5.149	68.756	
1618452871.4952056	5.149	68.756	
1618452871.538141	5.149	68.756	
1618452871.5817852	5.149	68.756	
1618452871.6251926	5.149	68.756	
1618452871.667822	5.149	68.756	
1618452871.7124665	5.149	69.294	
1618452871.7561884	5.134	68.756	
1618452871.8000479	5.134	69.294	
1618452871.8451865	5.134	68.756	
1618452871.88792	5.134	68.756	
1618452871.9312174	5.134	68.756	
1618452871.9748836	5.134	69.294	
1618452872.017494	5.134	68.218	
1618452872.0612724	5.134	69.294	
1618452872.10502	5.134	68.756	
1618452872.1474	5.134	68.756	
1618452872.1908534	5.134	68.756	
1618452872.2355366	5.134	68.756	
1618452872.2789776	5.134	68.756	
1618452872.3221884	5.134	68.756	
1618452872.3663385	5.134	68.756	
1618452872.4089925	5.134	69.294	
1618452872.451444	5.134	68.756	
1618452872.4955328	5.134	68.756	
1618452872.5382228	5.134	69.294	
1618452872.581363	5.134	68.756	
1618452872.6254914	5.134	68.756	
1618452872.6688032	5.134	68.756	
1618452872.7121325	5.134	68.756	
1618452872.7570095	5.115	68.756	
1618452872.8007326	5.115	69.294	
1618452872.8445332	5.115	67.68	
1618452872.8885763	5.115	68.756	
1618452872.931022	5.115	69.294	
1618452872.9736607	5.115	69.294	
1618452873.018406	5.115	68.756	
1618452873.0608778	5.115	69.294	
1618452873.1033585	5.115	69.294	
1618452873.147945	5.115	69.294	
1618452873.1918015	5.115	69.294	
1618452873.2351305	5.115	68.756	
1618452873.279947	5.115	68.756	
1618452873.3224554	5.115	68.756	
1618452873.3648212	5.115	69.294	
1618452873.4088798	5.115	69.294	
1618452873.4511886	5.115	69.294	
1618452873.4939635	5.115	68.756	
1618452873.538539	5.115	68.756	
1618452873.5810814	5.115	68.756	
1618452873.6244154	5.115	69.294	
1618452873.668829	5.115	68.756	
1618452873.7123768	5.115	68.756	
1618452873.7560601	5.141	69.294	
1618452873.8007176	5.141	68.756	
1618452873.8432848	5.141	69.294	
1618452873.8863704	5.141	68.756	
1618452873.931117	5.141	68.756	
1618452873.9743176	5.141	68.756	
1618452874.016952	5.141	69.294	
1618452874.0608985	5.141	69.294	
1618452874.1043475	5.141	68.756	
1618452874.1477013	5.141	69.294	
1618452874.1924808	5.141	69.294	
1618452874.2359028	5.141	68.756	
1618452874.2786982	5.141	69.294	
1618452874.322643	5.141	69.294	
1618452874.3652174	5.141	69.294	
1618452874.4079752	5.141	69.294	
1618452874.452164	5.141	69.294	
1618452874.495753	5.141	69.294	
1618452874.5383272	5.141	68.756	
1618452874.5831573	5.141	68.756	
1618452874.6265297	5.141	68.756	
1618452874.6700282	5.141	69.294	
1618452874.7152128	5.141	69.832	
1618452874.7586741	5.115	69.832	
1618452874.8016467	5.115	69.294	
1618452874.84599	5.115	68.756	
1618452874.8883379	5.115	69.294	
1618452874.9327326	5.115	69.294	
1618452874.976752	5.115	69.832	
1618452875.0194554	5.115	68.756	
1618452875.0629332	5.115	69.294	
1618452875.1079333	5.115	68.756	
1618452875.1514761	5.115	68.756	
1618452875.1946921	5.115	69.832	
1618452875.2388773	5.115	69.294	
1618452875.2816734	5.115	68.756	
1618452875.3242457	5.115	69.294	
1618452875.3681393	5.115	69.294	
1618452875.4106698	5.115	69.294	
1618452875.4537923	5.115	68.756	
1618452875.4978373	5.115	69.294	
1618452875.5414546	5.115	69.294	
1618452875.5847862	5.115	69.832	
1618452875.6295586	5.115	69.294	
1618452875.6730099	5.115	69.294	
1618452875.715484	5.115	69.294	
1618452875.7604923	5.13	69.294	
1618452875.803291	5.13	69.294	
1618452875.845874	5.13	69.294	
1618452875.8908236	5.13	68.756	
1618452875.933444	5.13	68.756	
1618452875.9757936	5.13	69.832	
1618452876.020672	5.13	69.294	
1618452876.0644567	5.13	69.294	
1618452876.1077533	5.13	69.294	
1618452876.1523612	5.13	69.294	
1618452876.195088	5.13	69.832	
1618452876.2376866	5.13	69.832	
1618452876.2816355	5.13	69.294	
1618452876.3239403	5.13	69.294	
1618452876.36692	5.13	69.294	
1618452876.4118228	5.13	69.832	
1618452876.454328	5.13	68.756	
1618452876.4974878	5.13	69.832	
1618452876.5423384	5.13	69.832	
1618452876.5855172	5.13	69.832	
1618452876.628921	5.13	69.294	
1618452876.673225	5.13	68.756	
1618452876.7158017	5.13	69.294	
1618452876.7584088	5.134	69.832	
1618452876.8024573	5.134	69.294	
1618452876.848047	5.134	68.756	
1618452876.8905346	5.134	68.756	
1618452876.9351752	5.134	69.294	
1618452876.9788308	5.134	69.294	
1618452877.022462	5.134	69.294	
1618452877.0671167	5.134	69.294	
1618452877.1104283	5.134	69.832	
1618452877.1531584	5.134	69.294	
1618452877.1970663	5.134	69.832	
1618452877.2393749	5.134	69.294	
1618452877.2821915	5.134	69.832	
1618452877.326179	5.134	69.832	
1618452877.3697314	5.134	69.294	
1618452877.4122324	5.134	69.832	
1618452877.4566853	5.134	69.294	
1618452877.5004175	5.134	69.294	
1618452877.5436344	5.134	69.832	
1618452877.5889297	5.134	69.294	
1618452877.6316247	5.134	69.832	
1618452877.673953	5.134	69.294	
1618452877.717849	5.134	69.832	
1618452877.7605586	5.138	69.832	
1618452877.804325	5.138	69.832	
1618452877.8483362	5.138	69.832	
1618452877.8912904	5.138	69.294	
1618452877.9345076	5.138	69.832	
1618452877.980149	5.138	69.832	
1618452878.0235455	5.138	69.294	
1618452878.066836	5.138	69.294	
1618452878.1107147	5.138	69.294	
1618452878.153748	5.138	69.832	
1618452878.196256	5.138	69.832	
1618452878.240492	5.138	69.294	
1618452878.2830727	5.138	69.832	
1618452878.3261359	5.138	69.832	
1618452878.3700008	5.138	69.832	
1618452878.413497	5.138	69.832	
1618452878.4567218	5.138	69.294	
1618452878.5018992	5.138	69.832	
1618452878.5453067	5.138	69.832	
1618452878.5877404	5.138	69.832	
1618452878.6320612	5.138	70.37	
1618452878.6744902	5.138	69.294	
1618452878.71735	5.138	69.832	
1618452878.7622716	5.164	69.832	
1618452878.8053424	5.164	69.832	
1618452878.8489308	5.164	69.294	
1618452878.8940268	5.164	69.832	
1618452878.9379423	5.164	69.832	
1618452878.9811819	5.164	69.294	
1618452879.02591	5.164	69.832	
1618452879.0685017	5.164	69.294	
1618452879.1110208	5.164	69.832	
1618452879.1550283	5.164	69.832	
1618452879.197449	5.164	69.832	
1618452879.2398167	5.164	69.832	
1618452879.2845666	5.164	69.832	
1618452879.327091	5.164	69.832	
