time	W	temp4	temp5	temp6	temp7
1618511430.3253422	9.851	71.0	77.0	78.0	67.0	
1618511430.3561425	9.851	73.0	77.0	79.0	67.0	
1618511430.3920321	9.851	70.0	76.0	78.0	66.0	
1618511430.4283605	9.851	73.0	77.0	77.0	67.0	
1618511430.4629467	9.851	73.0	76.0	78.0	66.0	
1618511430.498913	9.851	71.0	76.0	78.0	68.0	
1618511430.5338826	9.851	73.0	76.0	78.0	67.0	
1618511430.5662673	9.851	73.0	77.0	78.0	68.0	
1618511430.5993237	9.851	72.0	77.0	78.0	68.0	
1618511430.6321185	9.851	73.0	76.0	78.0	67.0	
1618511430.6677432	9.851	73.0	77.0	77.0	67.0	
1618511430.70012	9.851	73.0	77.0	78.0	68.0	
1618511430.7353299	9.851	72.0	77.0	77.0	67.0	
1618511430.7714586	10.237	73.0	76.0	77.0	67.0	
1618511430.8039956	10.237	73.0	77.0	77.0	68.0	
1618511430.8396595	10.237	73.0	77.0	78.0	68.0	
1618511430.871966	10.237	72.0	77.0	78.0	68.0	
1618511430.909154	10.237	72.0	77.0	79.0	67.0	
1618511430.9465046	10.237	73.0	77.0	79.0	68.0	
1618511430.980673	10.237	72.0	77.0	78.0	67.0	
1618511431.0174842	10.237	73.0	77.0	79.0	68.0	
1618511431.0519862	10.237	73.0	77.0	79.0	69.0	
1618511431.0871727	10.237	73.0	77.0	79.0	68.0	
1618511431.122547	10.237	73.0	77.0	79.0	67.0	
1618511431.157094	10.237	73.0	77.0	79.0	68.0	
1618511431.1894643	10.237	73.0	77.0	79.0	68.0	
1618511431.2235653	10.237	73.0	77.0	79.0	68.0	
1618511431.2608187	10.237	73.0	77.0	79.0	68.0	
1618511431.295388	10.237	73.0	78.0	79.0	68.0	
1618511431.3319497	10.237	72.0	78.0	79.0	69.0	
1618511431.369202	10.237	73.0	78.0	78.0	68.0	
1618511431.4042926	10.237	73.0	77.0	79.0	69.0	
1618511431.4363983	10.237	74.0	78.0	78.0	67.0	
1618511431.4693084	10.237	74.0	78.0	79.0	68.0	
1618511431.5008192	10.237	74.0	78.0	79.0	68.0	
1618511431.5388374	10.237	73.0	77.0	79.0	68.0	
1618511431.5743725	10.237	73.0	78.0	80.0	68.0	
1618511431.6075876	10.237	74.0	78.0	79.0	69.0	
1618511431.6426587	10.237	73.0	78.0	79.0	69.0	
1618511431.6768048	10.237	73.0	78.0	79.0	69.0	
1618511431.709056	10.237	73.0	78.0	80.0	69.0	
1618511431.745603	10.237	73.0	78.0	79.0	69.0	
