time	W	temp
1618511455.8117683	5.191	71.446	
1618511455.8563018	5.191	71.446	
1618511455.8997524	5.191	71.984	
1618511455.9428477	5.191	71.984	
1618511455.9881315	5.191	71.984	
1618511456.0309877	5.191	71.446	
1618511456.0739715	5.191	71.446	
1618511456.1185071	5.191	71.446	
1618511456.161877	5.191	71.446	
1618511456.2051044	5.191	71.984	
1618511456.249623	5.191	71.984	
1618511456.292906	5.191	71.446	
1618511456.3358603	5.191	70.908	
1618511456.3805315	5.191	71.984	
1618511456.4235537	5.191	71.446	
1618511456.4665163	5.157	71.984	
1618511456.5120726	5.157	71.446	
1618511456.5549426	5.157	71.446	
1618511456.5980542	5.157	71.984	
1618511456.6431432	5.157	71.984	
1618511456.6860893	5.157	71.446	
1618511456.7291877	5.157	71.446	
1618511456.774147	5.157	71.446	
1618511456.817417	5.157	71.984	
1618511456.8625002	5.157	71.984	
1618511456.9073365	5.157	71.984	
1618511456.950561	5.157	71.984	
1618511456.9935677	5.157	71.984	
1618511457.0383334	5.157	71.984	
1618511457.0816526	5.157	71.984	
1618511457.1252902	5.157	71.984	
1618511457.1700704	5.157	71.984	
1618511457.2134967	5.157	71.984	
1618511457.2563028	5.157	71.984	
1618511457.3014984	5.157	71.446	
1618511457.344667	5.157	71.446	
1618511457.3874838	5.157	72.522	
1618511457.4324982	5.157	72.522	
1618511457.4756308	5.172	71.984	
1618511457.519353	5.172	71.984	
1618511457.564296	5.172	71.984	
1618511457.6072245	5.172	71.984	
1618511457.6503232	5.172	71.984	
1618511457.695067	5.172	71.984	
1618511457.7381148	5.172	71.984	
1618511457.7810757	5.172	71.984	
1618511457.8261602	5.172	71.984	
1618511457.869349	5.172	71.984	
1618511457.9123986	5.172	71.984	
1618511457.957032	5.172	71.984	
1618511458.0000098	5.172	72.522	
1618511458.043506	5.172	71.984	
1618511458.0881486	5.172	71.446	
1618511458.1314826	5.172	71.984	
1618511458.1746175	5.172	71.984	
1618511458.2193072	5.172	71.984	
1618511458.2624507	5.172	71.984	
1618511458.305407	5.172	71.984	
1618511458.3504355	5.172	71.984	
1618511458.393269	5.172	71.984	
1618511458.4365795	5.172	71.984	
1618511458.4812284	5.183	71.984	
1618511458.525119	5.183	71.984	
1618511458.5682855	5.183	71.984	
1618511458.6130226	5.183	71.984	
1618511458.6562445	5.183	72.522	
1618511458.699161	5.183	72.522	
1618511458.7441688	5.183	71.984	
1618511458.7872932	5.183	72.522	
1618511458.8308122	5.183	71.984	
1618511458.8755445	5.183	72.522	
1618511458.9190795	5.183	71.984	
1618511458.9626591	5.183	71.984	
1618511459.0073414	5.183	72.522	
1618511459.0510035	5.183	72.522	
1618511459.0939713	5.183	72.522	
1618511459.138751	5.183	71.984	
1618511459.1821427	5.183	72.522	
1618511459.22499	5.183	71.984	
1618511459.270145	5.183	72.522	
1618511459.313063	5.183	72.522	
1618511459.3562887	5.183	71.984	
1618511459.4010613	5.183	71.984	
1618511459.4440095	5.202	71.984	
1618511459.4876964	5.202	72.522	
1618511459.5322802	5.202	73.06	
1618511459.5757327	5.202	72.522	
1618511459.6186917	5.202	72.522	
1618511459.6637855	5.202	71.984	
1618511459.706783	5.202	72.522	
1618511459.750063	5.202	71.984	
1618511459.7952113	5.202	71.984	
1618511459.8380628	5.202	71.984	
1618511459.881161	5.202	72.522	
1618511459.9256973	5.202	72.522	
1618511459.968915	5.202	71.984	
1618511460.0120676	5.202	73.06	
1618511460.0570247	5.202	71.984	
1618511460.1003108	5.202	71.984	
1618511460.1433318	5.202	71.984	
1618511460.1881688	5.202	72.522	
1618511460.2312288	5.202	71.984	
1618511460.2747371	5.202	71.984	
1618511460.3197742	5.202	71.984	
1618511460.3628685	5.202	71.984	
1618511460.4061677	5.202	71.984	
1618511460.4513972	5.206	72.522	
1618511460.4951315	5.206	72.522	
1618511460.538051	5.206	72.522	
1618511460.5827763	5.206	71.984	
1618511460.6257696	5.206	71.984	
1618511460.6690652	5.206	73.06	
1618511460.713967	5.206	73.06	
1618511460.7570777	5.206	71.984	
1618511460.8006952	5.206	71.984	
1618511460.8475232	5.206	72.522	
1618511460.8912199	5.206	73.06	
1618511460.9344616	5.206	72.522	
1618511460.97933	5.206	72.522	
1618511461.040371	5.206	72.522	
1618511461.0833187	5.206	72.522	
1618511461.128273	5.206	72.522	
1618511461.171429	5.206	72.522	
1618511461.2146106	5.206	72.522	
1618511461.2592626	5.206	72.522	
1618511461.3022861	5.206	71.984	
1618511461.3453822	5.206	72.522	
1618511461.3903217	5.206	72.522	
1618511461.4334288	5.206	72.522	
1618511461.4764843	5.088	71.984	
1618511461.5218625	5.088	71.984	
1618511461.5650427	5.088	72.522	
1618511461.608847	5.088	71.984	
1618511461.6535373	5.088	71.984	
1618511461.6965444	5.088	71.984	
1618511461.7397938	5.088	72.522	
1618511461.784925	5.088	73.06	
1618511461.828394	5.088	71.984	
1618511461.8717122	5.088	72.522	
1618511461.9165504	5.088	73.06	
1618511461.959639	5.088	73.06	
1618511462.0026848	5.088	71.984	
1618511462.047365	5.088	71.984	
1618511462.0903678	5.088	72.522	
1618511462.1334596	5.088	72.522	
1618511462.1783125	5.088	73.06	
1618511462.2215414	5.088	73.06	
1618511462.2646565	5.088	73.06	
1618511462.3095543	5.088	72.522	
1618511462.3530526	5.088	72.522	
1618511462.3958828	5.088	72.522	
1618511462.4411335	5.187	72.522	
1618511462.4845183	5.187	73.06	
1618511462.5277176	5.187	73.06	
1618511462.572642	5.187	73.06	
1618511462.615683	5.187	73.06	
1618511462.6592119	5.187	72.522	
1618511462.7040627	5.187	73.06	
1618511462.7474008	5.187	72.522	
1618511462.7903507	5.187	73.06	
1618511462.8370602	5.187	73.06	
1618511462.8800373	5.187	72.522	
1618511462.924459	5.187	72.522	
1618511462.9692075	5.187	72.522	
1618511463.0122721	5.187	72.522	
1618511463.055507	5.187	71.984	
1618511463.1003747	5.187	73.06	
1618511463.143914	5.187	71.984	
1618511463.18702	5.187	73.06	
1618511463.231894	5.187	72.522	
1618511463.2750168	5.187	73.06	
1618511463.3179488	5.187	73.06	
1618511463.3634386	5.187	73.06	
1618511463.406242	5.187	73.598	
1618511463.4499211	5.202	73.06	
1618511463.4949913	5.202	72.522	
1618511463.5379303	5.202	73.06	
1618511463.581138	5.202	73.06	
1618511463.625897	5.202	73.06	
1618511463.669026	5.202	73.06	
1618511463.7120755	5.202	73.06	
1618511463.7568004	5.202	72.522	
1618511463.7997563	5.202	73.06	
1618511463.8430126	5.202	73.06	
1618511463.8879266	5.202	72.522	
1618511463.9308567	5.202	73.06	
1618511463.9742544	5.202	73.06	
1618511464.0188308	5.202	73.06	
1618511464.0620205	5.202	72.522	
1618511464.1050768	5.202	72.522	
1618511464.1501753	5.202	73.06	
1618511464.1934357	5.202	73.06	
1618511464.2366817	5.202	73.06	
1618511464.2812984	5.202	72.522	
1618511464.3243284	5.202	73.06	
1618511464.3677652	5.202	71.984	
1618511464.4126627	5.202	73.598	
1618511464.4561708	5.229	73.06	
1618511464.4998486	5.229	73.06	
1618511464.5445304	5.229	72.522	
1618511464.5879738	5.229	73.06	
1618511464.630969	5.229	73.06	
1618511464.6756582	5.229	72.522	
1618511464.7186146	5.229	73.06	
1618511464.7618032	5.229	73.06	
1618511464.80692	5.229	73.06	
1618511464.8499997	5.229	73.598	
1618511464.8933976	5.229	73.06	
1618511464.9379468	5.229	73.06	
1618511464.9811614	5.229	73.06	
1618511465.0241492	5.229	73.06	
1618511465.0690627	5.229	73.06	
1618511465.1121678	5.229	73.06	
1618511465.155126	5.229	73.06	
1618511465.2002606	5.229	73.06	
1618511465.2431824	5.229	73.06	
1618511465.2860198	5.229	73.06	
1618511465.3308175	5.229	73.06	
1618511465.3737905	5.229	73.06	
1618511465.4173033	5.229	73.06	
1618511465.462438	5.199	73.06	
1618511465.506154	5.199	73.06	
1618511465.5498183	5.199	73.06	
1618511465.5947123	5.199	73.06	
1618511465.6376908	5.199	72.522	
1618511465.6807175	5.199	73.06	
1618511465.7255447	5.199	73.06	
1618511465.7683852	5.199	73.06	
1618511465.8120048	5.199	73.06	
1618511465.8565705	5.199	73.06	
1618511465.900848	5.199	73.06	
1618511465.9442375	5.199	73.06	
1618511465.9890404	5.199	73.06	
1618511466.032391	5.199	73.06	
1618511466.0753767	5.199	73.06	
1618511466.1204293	5.199	72.522	
1618511466.163445	5.199	73.06	
1618511466.2066095	5.199	73.06	
1618511466.2513607	5.199	73.06	
1618511466.2941709	5.199	73.06	
1618511466.3371837	5.199	73.598	
1618511466.3818192	5.199	73.598	
1618511466.4249976	5.199	73.598	
1618511466.4683518	5.164	73.06	
1618511466.5137227	5.164	73.598	
1618511466.557693	5.164	73.06	
1618511466.6005569	5.164	73.598	
1618511466.6455476	5.164	73.06	
1618511466.6883783	5.164	73.06	
1618511466.7320209	5.164	73.06	
1618511466.7766361	5.164	73.06	
1618511466.8200483	5.164	73.598	
1618511466.8654764	5.164	73.06	
1618511466.9121208	5.164	73.06	
1618511466.9560995	5.164	73.06	
1618511466.9990246	5.164	73.598	
1618511467.0438898	5.164	73.06	
1618511467.0867374	5.164	73.598	
1618511467.1298308	5.164	73.06	
1618511467.1748252	5.164	73.06	
1618511467.2177503	5.164	73.06	
1618511467.2610533	5.164	73.06	
1618511467.3056266	5.164	73.06	
1618511467.3491485	5.164	73.06	
1618511467.3921533	5.164	73.06	
1618511467.4369242	5.164	73.06	
1618511467.4803865	5.172	73.598	
1618511467.5237865	5.172	73.06	
1618511467.5696256	5.172	73.598	
1618511467.6128652	5.172	73.06	
1618511467.6563823	5.172	73.598	
1618511467.700868	5.172	73.06	
1618511467.7439904	5.172	73.06	
1618511467.7875218	5.172	73.598	
1618511467.8322039	5.172	73.06	
1618511467.8756702	5.172	73.06	
1618511467.9185536	5.172	73.598	
1618511467.9637613	5.172	73.06	
1618511468.0066745	5.172	73.06	
1618511468.050026	5.172	73.598	
1618511468.0946908	5.172	73.598	
1618511468.1376245	5.172	73.598	
1618511468.1808932	5.172	73.598	
1618511468.2255595	5.172	73.598	
1618511468.268973	5.172	73.06	
1618511468.3121946	5.172	73.06	
1618511468.3571792	5.172	73.06	
1618511468.4003959	5.172	73.598	
1618511468.4433765	5.176	73.06	
1618511468.4889991	5.176	73.06	
1618511468.5319405	5.176	73.598	
1618511468.57606	5.176	73.06	
1618511468.6207154	5.176	73.06	
1618511468.663764	5.176	73.598	
1618511468.70674	5.176	73.598	
1618511468.7511983	5.176	73.06	
1618511468.794515	5.176	73.598	
1618511468.8389227	5.176	73.06	
1618511468.8840828	5.176	73.06	
1618511468.9271858	5.176	73.06	
1618511468.9705682	5.176	73.06	
1618511469.016183	5.176	73.06	
1618511469.0590675	5.176	73.598	
1618511469.1020367	5.176	73.598	
1618511469.146557	5.176	73.598	
1618511469.1900456	5.176	73.06	
1618511469.2329693	5.176	73.598	
1618511469.2781844	5.176	73.598	
1618511469.3212209	5.176	73.598	
1618511469.3640409	5.176	73.598	
1618511469.4089448	5.176	73.06	
1618511469.4518673	5.229	73.06	
1618511469.4959095	5.229	74.136	
1618511469.5405307	5.229	73.598	
1618511469.584181	5.229	73.598	
1618511469.6273654	5.229	73.598	
1618511469.671994	5.229	73.598	
1618511469.7152686	5.229	73.598	
1618511469.7582648	5.229	74.136	
1618511469.8033333	5.229	73.598	
1618511469.8464	5.229	73.06	
1618511469.889504	5.229	73.598	
1618511469.9346266	5.229	73.598	
1618511469.9780142	5.229	74.136	
1618511470.021111	5.229	73.598	
1618511470.0654974	5.229	73.598	
1618511470.108569	5.229	73.598	
1618511470.1514518	5.229	74.136	
1618511470.1961062	5.229	73.598	
1618511470.239042	5.229	73.598	
1618511470.2819476	5.229	73.598	
1618511470.3272202	5.229	73.598	
1618511470.370341	5.229	73.598	
1618511470.413626	5.229	74.136	
1618511470.4582415	5.202	73.598	
1618511470.5018215	5.202	73.598	
1618511470.5450127	5.202	73.06	
1618511470.589948	5.202	73.598	
1618511470.633426	5.202	73.598	
1618511470.676234	5.202	74.136	
1618511470.7208202	5.202	73.598	
1618511470.7643929	5.202	73.598	
1618511470.8072422	5.202	73.598	
1618511470.8525739	5.202	73.598	
1618511470.8955896	5.202	73.598	
1618511470.9392684	5.202	74.136	
1618511470.9838405	5.202	73.598	
1618511471.0268147	5.202	74.136	
1618511471.0698564	5.202	74.136	
1618511471.1145668	5.202	74.136	
1618511471.157849	5.202	74.136	
1618511471.2007542	5.202	73.598	
